zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
33128,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33441,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33414,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34209,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32696,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32656,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32114,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32080,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33935,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33455,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33921,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32949,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33401,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33947,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32124,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32907,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32966,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33022,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34289,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33404,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34207,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33334,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32164,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32816,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34208,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32043,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33173,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33415,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33175,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33321,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32055,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32962,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33143,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32960,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34142,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32110,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33314,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34217,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32189,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32058,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32226,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33431,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33182,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33426,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32180,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32094,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32060,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33598,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32084,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33993,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33980,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33155,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33483,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33162,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32193,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33322,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33036,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32904,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33478,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32174,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32044,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33313,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33168,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33068,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33865,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34292,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33193,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32040,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33060,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32176,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33174,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34242,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33458,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32259,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32926,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33189,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33146,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33330,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32951,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32738,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32054,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32187,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32609,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33018,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33901,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32934,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33409,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33149,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32145,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33071,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32666,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34990,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33025,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32713,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32732,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33972,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32773,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34952,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32708,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32940,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33178,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33924,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33388,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33957,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32724,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32967,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32766,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32234,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33147,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33122,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34983,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33130,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33308,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32130,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32826,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33139,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33486,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33955,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33323,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34982,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33186,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33981,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33469,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33309,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34285,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34288,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33471,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33332,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34201,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32117,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33917,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32141,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32132,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33055,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34210,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33394,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32796,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34120,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34141,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33069,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34241,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33158,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34219,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34287,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33131,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33039,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33460,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33180,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33063,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33496,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32119,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33177,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33472,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33461,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32083,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33990,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33176,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33440,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33336,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33126,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34266,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33438,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32776,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32063,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32009,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33480,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32709,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33908,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32011,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33306,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33434,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33050,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34113,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34237,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33418,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33167,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33034,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33331,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32046,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33015,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33145,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33484,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33109,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33351,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34119,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33903,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33179,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33445,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33316,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34957,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33010,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33004,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34773,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32780,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34203,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33916,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32025,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33413,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33156,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34229,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34238,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32948,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33312,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33023,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33301,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33187,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34984,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33966,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33029,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33498,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34233,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32169,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32746,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33449,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33020,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33467,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34116,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33037,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32908,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32754,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32128,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34946,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33185,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33967,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33144,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34112,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32137,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33463,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34981,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33931,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33066,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32901,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33305,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32092,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33952,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33442,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33946,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
34972,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
33476,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
32640,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.11500688306327073,0.08693789339962489,0.150131531996358
