ID,Plate Type,Primary Customer City,Primary Customer State,Registration Start Date,Registration Expiration Date,Registration Usage,Vehicle Type,Vehicle Weight,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Body,Primary Color,Vehicle Declared Gross Weight,Fuel Code,Vehicle Recorded GVWR,Vehicle Name,Type,Vehicle Category
703154,Passenger,STRATFORD,CT,04/05/2023,04/04/2026,Regular,SUV,0,2023,Toyota,Rav4 Prime Xse,SU,Silver,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
703229,Passenger,WILLINGTON,CT,10/28/2023,10/27/2026,Regular,Passenger,0,2022,Tesla,Model Y,4H,Black,7036455,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
703238,Passenger,NORTH HAVEN,CT,03/29/2023,03/28/2026,Regular,Passenger,0,2023,Volvo,C40 Recharge Ultimate,SU,Green,0,E00,0,Volvo C40 Recharge,BEV,Light-Duty (Class 1-2)
703258,Passenger,KILLINGWORTH,CT,04/17/2023,04/16/2026,Regular,Passenger,0,2023,Jeep,Wrangler 4xe,SU,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
703386,Passenger,FAIRFIELD,CT,04/19/2023,04/18/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
703443,Passenger,MONROE,CT,04/05/2023,04/04/2026,Regular,SUV,0,2023,BMW,Ix Xdrive50,EP,White,0,E00,0,BMW iX,BEV,Light-Duty (Class 1-2)
703445,Passenger,RIDGEFIELD,CT,03/29/2023,03/28/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
703472,Passenger,BLOOMFIELD,CT,04/05/2023,04/04/2026,Regular,Passenger,0,2023,Jeep,Wrangler Sahara 4xe,SU,Black,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
703544,Passenger,SIMSBURY,CT,04/17/2023,04/16/2026,Regular,SUV,0,2023,Jeep,Wrangler Sahara 4xe,SU,Green,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
703580,Passenger,SOUTHPORT,CT,04/12/2023,04/11/2026,Regular,Passenger,0,2023,Jeep,Grand Cherokee Summit 4xe,SU,White,0,H04,0,Jeep Grand Cherokee Plug In,PHEV,Light-Duty (Class 1-2)
703598,Passenger,GROTON,CT,04/01/2023,03/31/2026,Regular,Passenger,0,2023,Chevrolet,Bolt Euv Premier,4D,Black,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
703609,Passenger,RIDGEFIELD,CT,04/12/2023,04/11/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
703611,Passenger,NEW CANAAN,CT,04/12/2023,04/11/2026,Regular,Truck,5585,2023,Jeep,Wrangler Rubicon 4xe,EP,White,0,H04,6400,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
703684,Passenger,FAIRFIELD,CT,04/11/2023,04/10/2026,Regular,Passenger,0,2023,Jeep,Wrangler Sahara 4xe,SU,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
703800,Passenger,BANTAM,CT,04/14/2023,04/13/2026,Regular,Passenger,0,2023,Chevrolet,Bolt Ev 2lt,4H,Black,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
703801,Passenger,NEW MILFORD,CT,04/17/2023,04/16/2026,Regular,SUV,0,2022,Hyundai,Ioniq 5 Se,SU,Green,0,E00,0,Hyundai Ioniq EV,BEV,Light-Duty (Class 1-2)
703815,Passenger,STAMFORD,CT,04/28/2023,04/27/2026,Regular,Passenger,0,2023,Jeep,Wrangler 4xe,SU,Blue,0,G04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
703817,Passenger,GREENWICH,CT,04/28/2023,04/27/2026,Regular,Passenger,0,2023,Jeep,Wrangler 4xe,SU,Green,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
703833,Passenger,GREENWICH,CT,04/17/2023,04/16/2026,Regular,Truck,5585,2023,Jeep,Wrangler Rubicon 4xe,EP,Black,0,H04,6400,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
703838,Passenger,WILTON,CT,04/28/2023,04/27/2026,Regular,Passenger,0,2023,BMW,I4 Edrive35,4D,White,0,E00,0,BMW i4,BEV,Light-Duty (Class 1-2)
703895,Passenger,UNCASVILLE,CT,04/12/2023,04/11/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
703925,Passenger,COVENTRY,CT,04/19/2023,04/18/2026,Regular,Passenger,0,2016,Ford,Fusion Titanium Phev,4D,White,0,H04,0,Ford Fusion Energi,PHEV,Light-Duty (Class 1-2)
703952,Combination,STAMFORD,CT,04/21/2022,04/20/2025,Combination,SUV,5600,2022,Lexus,Nx 450h,SU,Black,0,H04,6200,Lexus NX 450h+,PHEV,Light-Duty (Class 1-2)
703955,Passenger,WEST HARTFORD,CT,04/05/2023,04/04/2026,Regular,SUV,0,2023,BMW,Ix Xdrive50,EP,White,0,E00,0,BMW iX,BEV,Light-Duty (Class 1-2)
703958,Passenger,DANBURY,CT,04/05/2023,04/04/2026,Regular,Truck,8050,2023,Ford,F150 Lightning Pro,CW,Gray,0,E00,8250,Ford F-150 Lightning,BEV,Light-Duty (Class 1-2)
704002,Passenger,NORWALK,CT,04/14/2023,04/13/2026,Regular,Passenger,0,2023,Jeep,Grand Cherokee Limited 4xe,SU,Black,0,H04,0,Jeep Grand Cherokee Plug In,PHEV,Light-Duty (Class 1-2)
704096,Passenger,STONINGTON,CT,04/24/2023,04/23/2026,Regular,Passenger,0,2023,Jeep,Wrangler Sahara 4xe,4W,Black,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
704101,Passenger,GLASTONBURY,CT,04/17/2023,04/16/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,Blue,6081802,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
704152,Passenger,NORWALK,CT,04/24/2023,04/23/2026,Regular,SUV,0,2023,Volvo,C40 Recharge Ultimate,SU,White,0,E00,0,Volvo C40 Recharge,BEV,Light-Duty (Class 1-2)
704156,Passenger,WESTON,CT,04/11/2023,04/10/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
704199,Passenger,SOUTHINGTON,CT,04/05/2023,04/04/2026,Regular,Passenger,0,2018,Tesla,Model 3,4D,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
704309,Passenger,SHELTON,CT,04/14/2023,04/13/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
704548,Passenger,ENFIELD,CT,04/14/2023,04/13/2026,Regular,Passenger,0,2023,Volvo,S60 Polestar Engineered,SD,Gray,0,G04,0,Volvo S60 Plug In,PHEV,Light-Duty (Class 1-2)
704621,Passenger,NEW FAIRFIELD,CT,04/25/2023,04/24/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,Blue,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
704639,Passenger,GREENWICH,CT,04/17/2023,04/16/2026,Regular,Truck,5585,2023,Jeep,Wrangler Rubicon 4xe,EP,Green,0,H04,6400,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
704643,Passenger,BETHANY,CT,04/17/2023,04/16/2026,Regular,Passenger,0,2023,Jeep,Wrangler Sahara 4xe,SU,White,0,G04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
704656,Passenger,RIDGEFIELD,CT,04/28/2023,04/27/2026,Regular,Passenger,0,2023,Hyundai,Ioniq 6 Limited,SU,White,3604156,E00,0,Hyundai Ioniq 6,BEV,Light-Duty (Class 1-2)
704670,Passenger,NEWINGTON,CT,04/01/2023,03/31/2026,Regular,SUV,0,2023,Jeep,Wrangler Sahara 4xe,EP,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
704713,Passenger,SOUTH WINDSOR,CT,04/28/2023,04/27/2026,Regular,SUV,0,2023,Toyota,Rav4 Prime Se,EP,Black,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
704806,Passenger,OLD SAYBROOK,CT,03/29/2023,03/28/2026,Regular,Passenger,0,2023,Toyota,Rav4 Prime Xse,SU,Blue,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
704807,Passenger,WESTPORT,CT,03/29/2023,03/28/2026,Regular,SUV,0,2023,Tesla,Model X,SU,Gray,6941253,E00,0,Tesla Model X,BEV,Light-Duty (Class 1-2)
704823,Passenger,NORWALK,CT,04/19/2023,04/18/2026,Regular,Passenger,0,2019,Hyundai,Ioniq Limited,SD,Silver,0,H04,0,Hyundai Ioniq Plug In,PHEV,Light-Duty (Class 1-2)
704827,Passenger,MANSFIELD CENTER,CT,03/29/2023,03/28/2026,Regular,SUV,0,2023,Volvo,Xc40 Recharge Ultimate,SU,Gray,0,E00,0,Volvo XC40 Recharge,BEV,Light-Duty (Class 1-2)
704869,Passenger,SHELTON,CT,04/25/2023,04/24/2026,Regular,Passenger,0,2022,Tesla,Model 3,SD,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
704902,Passenger,STONINGTON,CT,04/25/2023,04/24/2026,Regular,SUV,0,2023,BMW,Ix Xdrive50,SU,Blue,0,E00,0,BMW iX,BEV,Light-Duty (Class 1-2)
704931,Passenger,NEW BRITAIN,CT,04/01/2023,03/31/2026,Regular,Passenger,0,2018,BMW,530xe,SD,Gray,0,H04,0,BMW 5-Series Plug in,PHEV,Light-Duty (Class 1-2)
705033,Passenger,NEW HAVEN,CT,04/14/2023,04/13/2026,Regular,Passenger,0,2023,Chevrolet,Bolt Euv Lt,SD,Black,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
705045,Passenger,TACONIC,CT,04/28/2023,04/27/2026,Regular,Passenger,0,2022,BMW,I4 M50,CP,Wood,5038621,E00,0,BMW i4,BEV,Light-Duty (Class 1-2)
705172,Passenger,GUILFORD,CT,04/25/2023,04/24/2026,Regular,Passenger,0,2023,Volvo,Xc60 Plus,SU,Blue,0,H04,0,Volvo XC60 Plug In,PHEV,Light-Duty (Class 1-2)
705183,Passenger,LEDYARD,CT,04/01/2023,03/31/2026,Regular,Passenger,0,2022,Nissan,Leaf Sv Plus,4D,Gray,0,E00,0,Nissan Leaf,BEV,Light-Duty (Class 1-2)
705211,Passenger,NEW MILFORD,CT,04/16/2022,04/15/2025,Regular,SUV,0,2022,Jeep,Wrangler Unlimited Sahara 4xe,SU,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
705267,Passenger,STAMFORD,CT,04/16/2022,04/15/2025,Regular,Passenger,0,2021,Tesla,Model Y,SW,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
705270,Passenger,WOODBRIDGE,CT,04/14/2023,04/13/2026,Regular,SUV,0,2023,Tesla,Model X,SU,White,0,E00,0,Tesla Model X,BEV,Light-Duty (Class 1-2)
705381,Passenger,SOUTHBURY,CT,04/17/2023,04/16/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,White,652965,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
705414,Passenger,COVENTRY,CT,04/28/2023,04/27/2026,Regular,SUV,0,2023,KIA,Sportage X Line,EP,Green,5542853,H04,0,Kia Sportage Plug-In,PHEV,Light-Duty (Class 1-2)
705414,Passenger,COVENTRY,CT,04/28/2023,04/27/2026,Regular,SUV,0,2023,KIA,Sportage X Line,EP,Green,5542853,H04,0,Kia Sportage Plug-In,PHEV,Light-Duty (Class 1-2)
705425,Combination,STAMFORD,CT,04/11/2023,04/10/2026,Combination,Truck,8000,2023,Rivian,R1t Adventure,TK,Gray,0,E00,8532,Rivian R1T,BEV,Light-Duty (Class 1-2)
705429,Passenger,GUILFORD,CT,04/11/2023,04/10/2026,Regular,Passenger,0,2023,Chevrolet,Bolt Ev 1lt,4W,Silver,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
705439,Passenger,NEW CANAAN,CT,04/11/2023,04/10/2026,Regular,SUV,0,2023,Jeep,Wrangler Sahara 4xe,EP,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
705440,Combination,FAIRFIELD,CT,04/11/2023,04/10/2026,Combination,Truck,8000,2023,Rivian,R1t Adventure,TK,Gray,3044158,E00,8532,Rivian R1T,BEV,Light-Duty (Class 1-2)
705458,Passenger,AVON,CT,04/01/2023,03/31/2026,Regular,SUV,4700,2023,Porsche,Cayenne E Hybrid Coupe,SU,Blue,0,H06,7000,Porsche Cayenne S E-Hybrid,PHEV,Light-Duty (Class 1-2)
705487,Passenger,EAST HADDAM,CT,04/01/2023,03/31/2026,Regular,Passenger,0,2023,Subaru,SOLTERRA LIMITED,SU,Gray,0,E00,0,Subaru Solterra,BEV,Light-Duty (Class 1-2)
705496,Passenger,NEWARK,NJ,04/12/2023,04/11/2026,Regular,Passenger,0,2023,Chevrolet,Bolt Euv Lt,4D,White,0,E00,4587,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
705527,Passenger,DANBURY,CT,04/20/2023,04/19/2026,Regular,Passenger,0,2020,Nissan,Leaf Sl Plus,4D,Blue,0,E00,0,Nissan Leaf,BEV,Light-Duty (Class 1-2)
705776,Passenger,NEW CANAAN,CT,04/01/2023,03/31/2026,Regular,SUV,0,2023,Lexus,Nx 450h,SU,Gray,0,H04,0,Lexus NX 450h+,PHEV,Light-Duty (Class 1-2)
705784,Passenger,GUILFORD,CT,04/14/2023,04/13/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
705856,Passenger,ENFIELD,CT,04/25/2023,04/24/2026,Regular,SUV,0,2023,Toyota,Rav4 Prime Se,SU,Red,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
705871,Passenger,MERIDEN,CT,04/15/2023,04/14/2026,Regular,Passenger,0,2017,Toyota,Prius Prime,4H,Silver,0,H04,0,Toyota Prius Prime,PHEV,Light-Duty (Class 1-2)
705886,Passenger,NEW HAVEN,CT,03/29/2023,03/28/2026,Regular,Passenger,0,2023,Hyundai,Kona Se,SD,White,0,E00,0,Hyundai Kona Electric,BEV,Light-Duty (Class 1-2)
705901,Passenger,WATERBURY,CT,04/15/2023,04/14/2026,Regular,SUV,0,2023,Toyota,Rav4 Prime Xse,EP,Blue,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
705907,Passenger,FAIRFIELD,CT,03/29/2023,03/28/2026,Regular,SUV,0,2023,Audi,Q4 E-tron Premium Plus,SU,Black,0,E00,0,Audi Q4 e-tron,BEV,Light-Duty (Class 1-2)
705965,Passenger,MILFORD,CT,04/17/2023,04/16/2026,Regular,SUV,0,2022,KIA,Ev6 Gt Line,SU,Red,0,E00,0,Kia EV6,BEV,Light-Duty (Class 1-2)
705997,Passenger,HEBRON,CT,04/12/2023,04/11/2026,Regular,SUV,0,2023,Ford,Mustang Mach-e Premium,SU,White,0,E00,0,Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
706005,Passenger,NORWALK,CT,04/12/2023,04/11/2026,Regular,SUV,0,2023,Volkswagen,Id.4 Pro S,SU,Black,0,E00,0,Volkswagen ID.4,BEV,Light-Duty (Class 1-2)
706011,Passenger,DANBURY,CT,04/06/2023,04/05/2026,Regular,SUV,5000,2020,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
706099,Passenger,HAMDEN,CT,04/15/2023,04/14/2026,Regular,SUV,0,2023,Toyota,Rav4 Prime Se,EP,Blue,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
706109,Passenger,WEST HAVEN,CT,04/25/2023,04/24/2026,Regular,Passenger,0,2017,Toyota,Prius Prime,4H,Red,0,H04,5000,Toyota Prius Prime,PHEV,Light-Duty (Class 1-2)
706135,Passenger,WESTPORT,CT,04/11/2023,04/10/2026,Regular,SUV,0,2023,Jeep,Wrangler Sahara 4xe,SU,White,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
706192,Passenger,STAMFORD,CT,03/29/2023,03/28/2026,Regular,Passenger,0,2023,Porsche,Taycan Gts Sport Turismo,SD,Red,0,E00,0,Porsche Taycan,BEV,Light-Duty (Class 1-2)
706200,Passenger,NEW CANAAN,CT,04/29/2023,04/28/2026,Regular,SUV,0,2023,Jeep,Wrangler Sahara 4xe,EP,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
706319,Passenger,MONTVILLE,CT,09/26/2023,09/25/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
706325,Passenger,NAUGATUCK,CT,09/27/2023,09/26/2026,Regular,Passenger,0,2023,Nissan,Ariya Evolve+,SU,Black,0,E00,0,Nissan Ariya,BEV,Light-Duty (Class 1-2)
706334,Passenger,STAMFORD,CT,09/25/2023,09/24/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,6379063,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
706335,Passenger,GREENWICH,CT,09/25/2023,09/24/2026,Regular,Passenger,0,2023,Hyundai,Ioniq 6 Limited,SD,Gold,0,E00,0,Hyundai Ioniq 6,BEV,Light-Duty (Class 1-2)
706367,Passenger,ORANGE,CT,10/04/2023,10/03/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,Black,996973,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
706518,Passenger,WEST HARTFORD,CT,04/01/2023,03/31/2026,Regular,SUV,0,2023,Volvo,Xc60 Plus,SU,White,4703149,H04,0,Volvo XC60 Plug In,PHEV,Light-Duty (Class 1-2)
706519,Passenger,DARIEN,CT,04/01/2023,03/31/2026,Regular,SUV,0,2023,Jeep,Wrangler Sahara 4xe,SU,Black,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
706545,Passenger,GLASTONBURY,CT,04/01/2023,03/31/2026,Regular,Passenger,0,2023,Nissan,Leaf Sv Plus,4H,Red,0,E00,0,Nissan Leaf,BEV,Light-Duty (Class 1-2)
706550,Passenger,EAST GRANBY,CT,04/01/2023,03/31/2026,Regular,Passenger,0,2023,Nissan,Ariya Engage,4W,Black,0,E00,0,Nissan Ariya,BEV,Light-Duty (Class 1-2)
706649,Passenger,FAIRFIELD,CT,03/30/2023,03/29/2026,Regular,Passenger,0,2023,Jeep,Wrangler Sahara 4xe,SU,Green,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
706691,Passenger,MIDDLETOWN,CT,04/17/2023,04/16/2026,Regular,SUV,0,2023,Hyundai,Tucson Limited,SU,Silver,0,H04,0,Hyundai Tucson Plug In,PHEV,Light-Duty (Class 1-2)
706698,Passenger,STAMFORD,CT,04/14/2023,04/13/2026,Regular,SUV,0,2023,Tesla,Model X,SU,White,0,E00,0,Tesla Model X,BEV,Light-Duty (Class 1-2)
706706,Passenger,STRATFORD,CT,04/17/2023,04/16/2026,Regular,SUV,0,2023,Jeep,Wrangler Sahara 4xe,4W,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
706725,Passenger,UNIONVILLE,CT,04/14/2023,04/13/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
706754,Passenger,TULSA,OK,04/25/2023,04/24/2026,Regular,Passenger,0,2022,Mitsubishi,Outlander Sel,EP,Silver,0,H04,0,Mitsubishi Outlander Plug In,PHEV,Light-Duty (Class 1-2)
706799,Passenger,DERBY,CT,04/01/2023,03/31/2026,Regular,Passenger,0,2019,Nissan,Leaf S,4H,Red,0,E00,0,Nissan Leaf,BEV,Light-Duty (Class 1-2)
706802,Passenger,GREENWICH,CT,04/01/2023,03/31/2026,Regular,SUV,0,2023,Jeep,Wrangler 4xe,SU,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
706888,Passenger,NEW CANAAN,CT,04/12/2023,04/11/2026,Regular,SUV,0,2023,Jeep,Wrangler Sahara 4xe,SU,Black,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
706943,Passenger,BLOOMFIELD,CT,04/20/2023,04/19/2026,Regular,SUV,0,2023,Volvo,Xc90 Ultimate,SU,White,0,H04,0,Volvo XC90 Plug In,PHEV,Light-Duty (Class 1-2)
706954,Passenger,GUILFORD,CT,04/06/2023,04/05/2026,Regular,SUV,0,2020,Land Rover,Range Rover HSE,SU,Black,0,H04,0,Land Rover Range Rover Plug In,PHEV,Light-Duty (Class 1-2)
707012,Passenger,WILTON,CT,04/14/2023,04/13/2026,Regular,Passenger,0,2023,BMW,Ix Xdrive50,SU,White,0,E00,0,BMW iX,BEV,Light-Duty (Class 1-2)
707026,Passenger,LEDYARD,CT,04/06/2023,04/05/2026,Regular,SUV,0,2022,Mercedes-benz,Eqb 350 4matic,SU,Gray,0,E00,0,Mercedes EQB,BEV,Light-Duty (Class 1-2)
707034,Passenger,GALES FERRY,CT,04/25/2023,04/24/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
707075,Passenger,WESTPORT,CT,04/06/2023,04/05/2026,Regular,SUV,0,2023,Jeep,Wrangler Sahara 4xe,SU,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
707105,Combination,SAN FRANCISCO,CA,03/30/2023,03/29/2026,Combination,SUV,5530,2023,Toyota,Rav4 Prime Xse,EP,White,0,H04,5530,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
707108,Passenger,SHELTON,CT,03/30/2023,03/29/2026,Regular,SUV,0,2023,Genesis,Gv60 Advanced,4W,Green,0,E00,0,Genesis GV60 EV,BEV,Light-Duty (Class 1-2)
707113,Passenger,UNIONVILLE,CT,04/11/2023,04/10/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
707146,Passenger,BETHANY,CT,04/12/2023,04/11/2026,Regular,Passenger,0,2022,Jeep,Wrangler Unlimited Rubicon 4xe,4W,Gray,5623243,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
707248,Passenger,OLD LYME,CT,04/17/2023,04/16/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
707268,Passenger,FAIRFIELD,CT,04/03/2023,04/02/2026,Regular,Passenger,0,2023,Volvo,Xc90 Plus,SU,White,0,H04,0,Volvo XC90 Plug In,PHEV,Light-Duty (Class 1-2)
707301,Passenger,GREENWICH,CT,04/17/2023,04/16/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
707335,Passenger,WOODBRIDGE,CT,04/25/2023,04/24/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
707344,Passenger,FAIRFIELD,CT,04/29/2023,04/28/2026,Regular,Passenger,0,2023,Lucid Motors,Air Touring,4D,Red,0,E00,0,Lucid Air,BEV,Light-Duty (Class 1-2)
707347,Passenger,WESTON,CT,04/29/2023,04/28/2026,Regular,SUV,0,2023,Volvo,C40 Recharge Ultimate,SU,Gray,0,E00,0,Volvo C40 Recharge,BEV,Light-Duty (Class 1-2)
707351,Passenger,WOLCOTT,CT,04/29/2023,04/28/2026,Regular,SUV,0,2023,Toyota,Rav4 Prime Se,SU,White,2690944,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
707354,Passenger,WOLCOTT,CT,04/11/2023,04/10/2026,Regular,Passenger,0,2023,Jeep,Wrangler Sahara 4xe,4W,Black,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
707356,Passenger,SEYMOUR,CT,04/11/2023,04/10/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
707443,Passenger,SOUTH WINDSOR,CT,04/20/2023,04/19/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
707473,Passenger,NEW HAVEN,CT,04/20/2023,04/19/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
707509,Passenger,FAIRFIELD,CT,04/17/2023,04/16/2026,Regular,SUV,0,2023,Tesla,Model X,SU,Black,0,E00,0,Tesla Model X,BEV,Light-Duty (Class 1-2)
707529,Passenger,FAIRFIELD,CT,04/29/2023,04/28/2026,Regular,Passenger,0,2023,Porsche,Taycan,SD,Black,2001574,E00,0,Porsche Taycan,BEV,Light-Duty (Class 1-2)
707557,Passenger,BLOOMFIELD,CT,04/11/2023,04/10/2026,Regular,Passenger,0,2020,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
707599,Passenger,BRIDGEPORT,CT,04/18/2023,04/17/2026,Regular,Passenger,0,2018,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
707615,Combination,WEST CORNWALL,CT,04/29/2023,04/28/2026,Combination,Passenger,3900,2020,Toyota,Prius Prime Le,4D,Red,0,H04,4500,Toyota Prius Prime,PHEV,Light-Duty (Class 1-2)
707716,Passenger,CHESHIRE,CT,04/14/2023,04/13/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
707734,Passenger,BETHEL,CT,04/20/2023,04/19/2026,Regular,Passenger,0,2023,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
707738,Passenger,NORWALK,CT,04/20/2023,04/19/2026,Regular,SUV,0,2023,Tesla,Model X,SU,White,0,E00,0,Tesla Model X,BEV,Light-Duty (Class 1-2)
707762,Passenger,CHESTER,CT,04/29/2023,04/28/2026,Regular,Truck,6900,2023,Jeep,Grand Cherokee Limited 4xe,SU,Silver,0,H04,6900,Jeep Grand Cherokee Plug In,PHEV,Light-Duty (Class 1-2)
707765,Passenger,GUILFORD,CT,04/29/2023,04/28/2026,Regular,Passenger,0,2023,Toyota,Bz4x Xle,SU,White,0,E00,0,Toyota BZ4X,BEV,Light-Duty (Class 1-2)
707850,Passenger,FAIRFIELD,CT,04/17/2023,04/16/2026,Regular,SUV,0,2023,Toyota,Rav4 Prime Se,SU,Gray,6208901,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
707861,Passenger,WOLCOTT,CT,04/06/2023,04/05/2026,Regular,Passenger,0,2018,BMW,X5 Xdr40e,EP,Black,0,H04,0,BMW X5,PHEV,Light-Duty (Class 1-2)
