ID,Plate Type,Primary Customer City,Primary Customer State,Registration Start Date,Registration Expiration Date,Registration Usage,Vehicle Type,Vehicle Weight,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Body,Primary Color,Vehicle Declared Gross Weight,Fuel Code,Vehicle Recorded GVWR,Vehicle Name,Type,Vehicle Category
429342,Motorcycle,LEDYARD,CT,09/20/2022,09/19/2025,Regular,Motorcycle,0,2021,ZIGGY,G5,MC,Gray,0,E00,0,ZIGGY,BEMC,Light-Duty (Class 1-2)
2641353,Passenger,NORWALK,CT,01/04/2024,01/03/2027,Regular,Passenger,0,2024,Polestar,2,4D,Gray,0,E00,0,Polestar 2,BEV,Light-Duty (Class 1-2)
2763182,Passenger,MERIDEN,CT,04/10/2024,04/09/2027,Regular,Passenger,0,2024,BMW,I5 M60,SD,Gray,0,E00,0,BMW I5 M60,BEV,Light-Duty (Class 1-2)
2763182,Passenger,MERIDEN,CT,04/10/2024,04/09/2027,Regular,Passenger,0,2024,BMW,I5 M60,SD,Gray,0,E00,0,BMW i5,BEV,Light-Duty (Class 1-2)
93,Passenger,GREENWICH,CT,08/19/2021,08/18/2024,Regular,Passenger,0,2021,Tesla,Model S,4D,Gray,0,E00,0,Tesla Model S,BEV,Light-Duty (Class 1-2)
225,Passenger,YANTIC,CT,08/19/2021,08/18/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Se,SU,White,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
244,Passenger,WINDSOR LOCKS,CT,08/07/2021,08/06/2024,Regular,Passenger,0,2017,Chevrolet,Volt Lt,4H,Gray,0,H04,0,Chevrolet Volt,PHEV,Light-Duty (Class 1-2)
2866948,Passenger,UNIONVILLE,CT,05/29/2024,05/28/2027,Regular,Passenger,0,2023,KIA,Ev6 Gt,4H,Blue,0,E00,0,Kia EV6,BEV,Light-Duty (Class 1-2)
255,Passenger,NEW PRESTON,CT,07/27/2021,07/26/2024,Regular,Passenger,0,2018,Tesla,Model 3,4D,Red,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
277,Passenger,LEDYARD,CT,08/07/2021,08/06/2024,Regular,Passenger,0,2018,Chevrolet,Volt Lt,4D,Red,0,H04,0,Chevrolet Volt,PHEV,Light-Duty (Class 1-2)
299,Passenger,SOUTHPORT,CT,08/06/2021,08/05/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
378,Passenger,WESTPORT,CT,08/06/2021,08/05/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
416,Passenger,NIANTIC,CT,08/04/2021,08/03/2024,Regular,SUV,0,2020,Chrysler,Pacifica Hybrid Touring L,SU,Black,0,H06,0,Chrysler Pacifica,PHEV,Light-Duty (Class 1-2)
441,Passenger,MIDDLETOWN,CT,08/28/2021,08/27/2024,Regular,Passenger,0,2016,BMW,I3 Rex,4H,Black,0,H02,0,BMW i3,PHEV,Light-Duty (Class 1-2)
566,Passenger,AVON,CT,07/15/2021,07/14/2024,Regular,SUV,4800,2021,Toyota,Rav4 Prime Se,EP,Blue,0,H04,5300,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
1098,Passenger,GUILFORD,CT,08/09/2021,08/08/2024,Regular,Passenger,0,2021,Volkswagen,Id.4 Pro S,4H,Blue,0,E00,0,Volkswagen ID.4,BEV,Light-Duty (Class 1-2)
14722,Passenger,WESTPORT,CT,07/20/2021,07/19/2024,Regular,Passenger,0,2018,BMW,I3 Rex,4D,Red,0,H02,0,BMW i3,PHEV,Light-Duty (Class 1-2)
26907,Passenger,WOODBRIDGE,CT,08/26/2021,08/25/2024,Regular,SUV,0,2022,BMW,X5 Xdrive45e,SU,Gray,2807770,H06,0,BMW X5,PHEV,Light-Duty (Class 1-2)
578,Passenger,FARMINGTON,CT,08/04/2021,08/03/2024,Regular,Passenger,5600,2021,Ford,Mustang Mach-e Premium,SD,Black,0,E00,5600,Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
623,Passenger,POMFRET CENTER,CT,07/23/2021,07/22/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Se,EP,Gray,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
675,Passenger,WATERBURY,CT,08/29/2021,08/28/2024,Regular,Passenger,0,2019,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
680,Passenger,NEWINGTON,CT,08/06/2021,08/05/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
706,Passenger,GREENWICH,CT,08/06/2021,08/05/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
728,Passenger,STAMFORD,CT,08/04/2021,08/03/2024,Regular,Passenger,0,2021,Toyota,Rav4 Prime Se,SW,Black,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
752,Passenger,NEW HAVEN,CT,07/29/2021,07/28/2024,Regular,Passenger,0,2021,Chevrolet,Bolt Ev Premier,4H,Blue,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
764,Passenger,HARTFORD,CT,07/15/2021,07/14/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,Black,2288513,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
789,Passenger,CROMWELL,CT,07/15/2021,07/14/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
827,Passenger,MIDDLETOWN,CT,08/29/2021,08/28/2024,Regular,Passenger,3488,2021,Hyundai,Ioniq Se,4D,White,0,E00,0,Hyundai Ioniq EV,BEV,Light-Duty (Class 1-2)
900,Passenger,STAMFORD,CT,07/19/2021,07/18/2024,Regular,Passenger,0,2021,Jeep,Wrangler Unlimited Sahara 4xe,EP,White,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
908,Passenger,WEST HARTFORD,CT,08/04/2021,08/03/2024,Regular,Passenger,0,2018,BMW,330e,SD,Black,0,H04,0,BMW 3-Series Plug in,PHEV,Light-Duty (Class 1-2)
909,Passenger,EAST HARTFORD,CT,08/04/2021,08/03/2024,Regular,Passenger,0,2018,Chevrolet,Volt Lt,SD,White,0,H04,0,Chevrolet Volt,PHEV,Light-Duty (Class 1-2)
989,Passenger,DERBY,CT,08/30/2021,08/29/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
1096,Passenger,UNIONVILLE,CT,08/09/2021,08/08/2024,Regular,SUV,0,2021,Volkswagen,Id.4 Pro,SU,Black,0,E00,0,Volkswagen ID.4,BEV,Light-Duty (Class 1-2)
1122,Passenger,PARSIPPANY,NJ,09/05/2023,09/04/2026,Regular,Passenger,0,2023,Mitsubishi,Outlander Sel,SU,Gray,0,H04,0,Mitsubishi Outlander Plug In,PHEV,Light-Duty (Class 1-2)
1131,Passenger,BURLINGTON,CT,09/13/2023,09/12/2026,Regular,Passenger,0,2023,KIA,Niro Ex,4W,Blue,2661925,H04,0,Kia Niro Plug In,PHEV,Light-Duty (Class 1-2)
1131,Passenger,BURLINGTON,CT,09/13/2023,09/12/2026,Regular,Passenger,0,2023,KIA,Niro Ex,4W,Blue,2661925,H04,0,Kia Niro Plug In,PHEV,Light-Duty (Class 1-2)
1145,Passenger,PARSIPPANY,NJ,09/05/2023,09/04/2026,Regular,Passenger,0,2023,Mitsubishi,Outlander Sel,SU,Silver,0,H04,0,Mitsubishi Outlander Plug In,PHEV,Light-Duty (Class 1-2)
1149,Passenger,TULSA,OK,08/30/2023,08/29/2026,Regular,Passenger,0,2023,Chrysler,Pacifica Hybrid Touring L,VN,Silver,0,H06,0,Chrysler Pacifica,PHEV,Light-Duty (Class 1-2)
1202,Passenger,SIMSBURY,CT,08/30/2023,08/29/2026,Regular,SUV,0,2024,Mercedes-benz,Gle 450e 4matic,SU,White,0,H04,0,Mercedes GLE 450e,BEV,Light-Duty (Class 1-2)
1202,Passenger,SIMSBURY,CT,08/30/2023,08/29/2026,Regular,SUV,0,2024,Mercedes-benz,Gle 450e 4matic,SU,White,0,H04,0,Mercedes GLE 450e,BEV,Light-Duty (Class 1-2)
1243,Passenger,SHARON,CT,09/22/2023,09/21/2026,Regular,Passenger,0,2023,Chevrolet,Bolt Ev 2lt,4H,Blue,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
1261,Passenger,TORRINGTON,CT,09/05/2023,09/04/2026,Regular,Passenger,0,2020,Tesla,Model 3,4D,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
1306,Passenger,WEST HARTFORD,CT,09/05/2023,09/04/2026,Regular,SUV,0,2023,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
1331,Passenger,PARSIPPANY,NJ,09/05/2023,09/04/2026,Regular,Passenger,0,2023,Mitsubishi,Outlander Se,SU,Black,0,H04,0,Mitsubishi Outlander Plug In,PHEV,Light-Duty (Class 1-2)
1409,Passenger,EASTON,CT,07/15/2021,07/14/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
1589,Passenger,TULSA,OK,08/30/2021,08/29/2024,Regular,Passenger,0,2022,Mitsubishi,Outlander Sel,EP,Gray,0,H04,0,Mitsubishi Outlander Plug In,PHEV,Light-Duty (Class 1-2)
1606,Passenger,NORWALK,CT,08/30/2021,08/29/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,Black,4261306,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
1609,Passenger,DARIEN,CT,08/30/2021,08/29/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
1650,Passenger,MADISON,CT,08/19/2021,08/18/2024,Regular,Passenger,0,2018,Tesla,Model 3,4D,Red,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
1754,Public Service Bus,HAMDEN,CT,04/01/2024,03/31/2025,Public Service Bus,Bus,10360,2019,Ford,Transit T-350 Hd,LM,Black,0,F06,10360,Ford E-Transit,BEV,Medium-Duty (Class 3-6)
1792,Passenger,WINSTED,CT,08/09/2021,08/08/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
1817,Combination,NEWTOWN,CT,08/09/2021,08/08/2024,Combination,SUV,4800,2021,Toyota,Rav4 Prime Xse,SU,Silver,0,H04,5500,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
1942,Passenger,GLASTONBURY,CT,08/19/2021,08/18/2024,Regular,Passenger,0,2022,Toyota,Prius Prime Le,4H,Silver,4291068,H04,0,Toyota Prius Prime,PHEV,Light-Duty (Class 1-2)
2070,Passenger,WESTON,CT,08/30/2021,08/29/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2100,Passenger,PINE MEADOW,CT,08/04/2021,08/03/2024,Regular,Passenger,0,2021,Toyota,Rav4 Prime Se,SU,Gray,3266477,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2101,Passenger,WESTON,CT,08/04/2021,08/03/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,Blue,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2140,Passenger,WALLINGFORD,CT,08/09/2021,08/08/2024,Regular,Passenger,0,2018,KIA,Optima Plug-in Hybrid,4D,Black,0,H04,4850,Kia Optima Plug In,PHEV,Light-Duty (Class 1-2)
2198,Passenger,HAMDEN,CT,08/30/2021,08/29/2024,Regular,Passenger,0,2018,Chevrolet,Volt Lt,SD,Black,1090788,H04,0,Chevrolet Volt,PHEV,Light-Duty (Class 1-2)
2426,Passenger,HAMDEN,CT,08/14/2021,08/13/2024,Regular,Van,0,2018,Chrysler,Pacifica Ehybrid Touring,VN,Gray,0,H06,0,Chrysler Pacifica,PHEV,Light-Duty (Class 1-2)
2444,Passenger,WILTON,CT,08/04/2021,08/03/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Se,SU,Blue,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2455,Passenger,OAKDALE,CT,08/30/2021,08/29/2024,Regular,Passenger,0,2022,Toyota,Prius Prime Le,4D,Black,0,H04,0,Toyota Prius Prime,PHEV,Light-Duty (Class 1-2)
2468,Passenger,NORWALK,CT,07/30/2021,07/29/2024,Regular,Passenger,0,2022,Chevrolet,Bolt Ev 2lt,4H,Black,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
2475,Passenger,BRIDGEPORT,CT,07/27/2021,07/26/2024,Regular,Passenger,0,2021,Toyota,Rav4 Prime Se,4W,White,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2522,Passenger,GREENWICH,CT,08/06/2021,08/05/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2601,Passenger,WEST HAVEN,CT,07/27/2021,07/26/2024,Regular,Passenger,0,2021,Hyundai,Ioniq Sel,4D,Blue,0,H04,0,Hyundai Ioniq Plug In,PHEV,Light-Duty (Class 1-2)
2713,Passenger,NEW HAVEN,CT,07/30/2021,07/29/2024,Regular,SUV,0,2021,Volkswagen,Id.4 Pro,SU,White,0,E00,0,Volkswagen ID.4,BEV,Light-Duty (Class 1-2)
2785,Passenger,NEW FAIRFIELD,CT,07/19/2021,07/18/2024,Regular,SUV,0,2021,Hyundai,Kona Limited,SU,Black,0,E00,0,Hyundai Kona Electric,BEV,Light-Duty (Class 1-2)
2806,Passenger,LEDYARD,CT,08/19/2021,08/18/2024,Regular,Passenger,0,2021,Toyota,Rav4 Prime Se,SU,Silver,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2932,Passenger,EAST WINDSOR,CT,08/31/2021,08/30/2024,Regular,Passenger,0,2022,BMW,530xe,4D,Blue,0,H04,0,BMW 5-Series Plug in,PHEV,Light-Duty (Class 1-2)
2933,Passenger,SOUTHBURY,CT,08/31/2021,08/30/2024,Regular,SUV,0,2019,Hyundai,Kona Limited,SU,Gray,0,E00,0,Hyundai Kona Electric,BEV,Light-Duty (Class 1-2)
2969,Passenger,CHESHIRE,CT,08/19/2021,08/18/2024,Regular,Passenger,0,2021,Toyota,Rav4 Prime Se,EP,White,5478702,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2989,Passenger,SOUTHINGTON,CT,08/19/2021,08/18/2024,Regular,SUV,5530,2021,Toyota,Rav4 Prime Xse,SU,Gray,3159408,H04,5530,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
3203,Passenger,HARTFORD,CT,08/14/2021,08/13/2024,Regular,Passenger,0,2022,Chevrolet,Bolt Euv Lt,4H,Gray,0,E00,0,Chevrolet Bolt EV,BEV,Light-Duty (Class 1-2)
3501,Passenger,COVENTRY,CT,08/06/2021,08/05/2024,Regular,Passenger,0,2021,Ford,Mustang Mach-e Select,4W,Red,1753073,E00,0,Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
3518,Passenger,OLD SAYBROOK,CT,07/30/2021,07/29/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
3627,Combination,MARLBOROUGH,CT,08/20/2021,08/19/2024,Combination,Truck,4999,2021,Ford,Mustang Mach-e Select,SU,Blue,0,E00,5500,Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
3713,Passenger,TRUMBULL,CT,08/05/2021,08/04/2024,Regular,Passenger,0,2021,Nissan,Leaf Sv Plus,4H,White,0,E00,0,Nissan Leaf,BEV,Light-Duty (Class 1-2)
3909,Passenger,AVON,CT,08/10/2021,08/09/2024,Regular,Passenger,3814,2021,Toyota,Prius Prime Le,4L,Black,0,H04,4255,Toyota Prius Prime,PHEV,Light-Duty (Class 1-2)
4045,Passenger,GROTON,CT,08/07/2021,08/06/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,Blue,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
4093,Passenger,WESTBROOK,CT,07/19/2021,07/18/2024,Regular,SUV,0,2021,Jeep,Wrangler Unlimited Rubicon 4xe,SU,White,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
4151,Passenger,EAST HAMPTON,CT,08/31/2021,08/30/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Xse,SU,Silver,4969231,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
4244,Passenger,HAMDEN,CT,08/07/2021,08/06/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Se,SU,Blue,6756477,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
4261,Passenger,WESTPORT,CT,08/31/2021,08/30/2024,Regular,Passenger,0,2021,Hyundai,Ioniq Limited,SD,Gray,0,E00,0,Hyundai Ioniq EV,BEV,Light-Duty (Class 1-2)
4411,Passenger,BRIDGEPORT,CT,08/20/2021,08/19/2024,Regular,Passenger,0,2019,Hyundai,Ioniq,4D,Blue,0,H04,0,Hyundai Ioniq Plug In,PHEV,Light-Duty (Class 1-2)
4498,Passenger,NORTH HAVEN,CT,08/16/2021,08/15/2024,Regular,SUV,0,2020,Land Rover,Range Rover HSE,SU,Black,0,H04,0,Land Rover Range Rover Plug In,PHEV,Light-Duty (Class 1-2)
4602,Passenger,DANBURY,CT,08/06/2021,08/05/2024,Regular,SUV,0,2021,Volvo,Xc40 Recharge,SU,Silver,0,E00,0,Volvo XC40 Recharge,BEV,Light-Duty (Class 1-2)
4655,Passenger,LAKEVILLE,CT,08/05/2021,08/04/2024,Regular,SUV,0,2018,Mercedes-benz,Glc 350e,SU,White,0,H04,0,Mercedes GLC 350e,PHEV,Light-Duty (Class 1-2)
4753,Passenger,AVON,CT,07/16/2021,07/15/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,White,6744450,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
4871,Passenger,STAMFORD,CT,08/20/2021,08/19/2024,Regular,SUV,0,2021,Hyundai,Kona Limited,SU,Red,0,E00,0,Hyundai Kona Electric,BEV,Light-Duty (Class 1-2)
4896,Passenger,NORTH BRANFORD,CT,08/31/2021,08/30/2024,Regular,Passenger,0,2021,Ford,Mustang Mach-e Premium,4H,Blue,4946778,E00,0,Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
4953,Passenger,SANDY HOOK,CT,08/06/2021,08/05/2024,Regular,Passenger,0,2021,Audi,E-tron Premium Plus,4D,Gray,0,E00,0,Audi e-Tron,BEV,Light-Duty (Class 1-2)
4968,Passenger,ELLINGTON,CT,08/20/2021,08/19/2024,Regular,Passenger,0,2021,Subaru,Crosstrek Limited,SU,White,0,H04,0,Subaru Crosstrek,PHEV,Light-Duty (Class 1-2)
4983,Passenger,WASHINGTON DEPOT,CT,08/16/2021,08/15/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
5050,Passenger,GUILFORD,CT,07/31/2021,07/30/2024,Regular,Passenger,0,2021,Audi,Q5 E Premium Plus,EP,Gray,0,H04,0,Audi Q5 Plug In,PHEV,Light-Duty (Class 1-2)
5055,Passenger,DANBURY,CT,08/20/2021,08/19/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
5061,Passenger,TULSA,OK,08/31/2021,08/30/2024,Regular,Passenger,0,2022,Mitsubishi,Outlander Sel,EP,Silver,0,H04,0,Mitsubishi Outlander Plug In,PHEV,Light-Duty (Class 1-2)
5099,Passenger,BURLINGTON,CT,08/06/2021,08/05/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
5165,Passenger,STAMFORD,CT,07/20/2021,07/19/2024,Regular,Passenger,0,2021,Toyota,Rav4 Prime Se,SW,Black,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
5512,Passenger,NEW FAIRFIELD,CT,08/31/2021,08/30/2024,Regular,Passenger,0,2020,Toyota,Prius Prime Le,UK,Gray,0,H04,0,Toyota Prius Prime,PHEV,Light-Duty (Class 1-2)
5523,Passenger,MILFORD,CT,07/16/2021,07/15/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Se,SU,Blue,3655502,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
5588,Passenger,WINDSOR,CT,08/11/2021,08/10/2024,Regular,Passenger,0,2014,Cadillac,Elr Luxury,CP,Red,0,H04,0,Cadillac ELR,PHEV,Light-Duty (Class 1-2)
5814,Passenger,CROMWELL,CT,07/16/2021,07/15/2024,Regular,SUV,0,2021,Hyundai,Kona Limited,SU,Gray,0,E00,0,Hyundai Kona Electric,BEV,Light-Duty (Class 1-2)
5853,Passenger,STAMFORD,CT,08/17/2021,08/16/2024,Regular,Passenger,0,2021,Polestar,2,4H,Gray,0,E00,0,Polestar 2,BEV,Light-Duty (Class 1-2)
5972,Passenger,MOODUS,CT,07/16/2021,07/15/2024,Regular,SUV,0,2018,BMW,X5 Xdr40e,EP,White,0,H04,0,BMW X5,PHEV,Light-Duty (Class 1-2)
6022,Passenger,FAIRFIELD,CT,08/17/2021,08/16/2024,Regular,SUV,0,2017,Volvo,Xc90 T8,4W,Unknown,5174663,H04,6000,Volvo XC90 Plug In,PHEV,Light-Duty (Class 1-2)
6072,Passenger,WILTON,CT,06/30/2024,06/29/2027,Regular,SUV,0,2021,Toyota,Rav4 Prime Se,SU,Gray,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
6264,Passenger,BOZRAH,CT,08/06/2021,08/05/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
6390,Passenger,BRANFORD,CT,08/31/2021,08/30/2024,Regular,Passenger,0,2022,BMW,X5 Xdrive45e,SU,Gray,0,H06,0,BMW X5,PHEV,Light-Duty (Class 1-2)
6511,Passenger,WEST HAVEN,CT,08/21/2021,08/20/2024,Regular,Passenger,0,2021,Honda,Clarity,4H,Silver,0,H04,0,Honda Clarity Plug In,PHEV,Light-Duty (Class 1-2)
6570,Passenger,GLASTONBURY,CT,07/31/2021,07/30/2024,Regular,SUV,0,2021,BMW,X3 Xdrive30e,SW,White,0,H04,0,BMW X3,PHEV,Light-Duty (Class 1-2)
6604,Passenger,REDDING,CT,08/21/2021,08/20/2024,Regular,Passenger,0,2021,Hyundai,Ioniq Limited,4D,White,0,E00,0,Hyundai Ioniq EV,BEV,Light-Duty (Class 1-2)
6621,Passenger,NEW HAVEN,CT,08/06/2021,08/05/2024,Regular,Passenger,0,2020,KIA,Niro Ex Premium,SU,Silver,0,E00,0,Kia Niro EV,BEV,Light-Duty (Class 1-2)
6819,Passenger,HAMDEN,CT,08/06/2021,08/05/2024,Regular,Passenger,0,2021,KIA,Niro Ex,4D,Silver,0,E00,0,Kia Niro EV,BEV,Light-Duty (Class 1-2)
6951,Passenger,WOODBRIDGE,CT,08/06/2021,08/05/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
7152,Passenger,NEW HAVEN,CT,09/01/2021,08/31/2024,Regular,Passenger,0,2018,Honda,Clarity Touring,SD,Red,5847231,H04,0,Honda Clarity Plug In,PHEV,Light-Duty (Class 1-2)
7274,Passenger,WESTPORT,CT,07/20/2021,07/19/2024,Regular,SUV,0,2021,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
7304,Passenger,MIDDLETOWN,CT,07/24/2021,07/23/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Se,SW,Red,2361330,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
7326,Passenger,NEW HAVEN,CT,08/01/2021,07/31/2024,Regular,Passenger,0,2021,Polestar,2,4H,Blue,0,E00,0,Polestar 2,BEV,Light-Duty (Class 1-2)
7372,Passenger,BLOOMFIELD,CT,09/01/2021,08/31/2024,Regular,Passenger,0,2021,Tesla,Model S,4D,Gray,3747335,E00,0,Tesla Model S,BEV,Light-Duty (Class 1-2)
7470,Passenger,BETHEL,CT,07/20/2021,07/19/2024,Regular,Passenger,0,2020,Tesla,Model Y,SU,Blue,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
7775,Passenger,HARTFORD,CT,08/06/2021,08/05/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
7816,Passenger,BOLTON,CT,09/01/2021,08/31/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Se,SU,Blue,3894876,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
7818,Passenger,WINDSOR LOCKS,CT,09/01/2021,08/31/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Xse,UT,White,3689503,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
7821,Passenger,BRISTOL,CT,08/07/2021,08/06/2024,Regular,Passenger,0,2018,Tesla,Model 3,4D,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
7822,Passenger,WEST HARTFORD,CT,08/09/2021,08/08/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
7829,Passenger,DARIEN,CT,08/09/2021,08/08/2024,Regular,Passenger,0,2021,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
7913,Passenger,WESTON,CT,08/02/2021,08/01/2024,Regular,SUV,0,2021,Toyota,Rav4 Prime Se,SU,Black,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
7977,Passenger,PAWCATUCK,CT,09/01/2021,08/31/2024,Regular,Passenger,0,2022,Nissan,Leaf S Plus,4H,White,0,E00,0,Nissan Leaf,BEV,Light-Duty (Class 1-2)
8041,Passenger,WATERFORD,CT,08/11/2021,08/10/2024,Regular,SUV,0,2021,Jeep,Wrangler Unlimited Sahara 4xe,SU,Red,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
8125,Passenger,MIDDLETOWN,CT,07/16/2021,07/15/2024,Regular,Passenger,0,2021,Toyota,Rav4 Prime Se,SW,Silver,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
8293,Passenger,NEW CANAAN,CT,08/09/2021,08/08/2024,Regular,SUV,0,2021,Jeep,Wrangler Unlimited Sahara 4xe,SU,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
8392,Passenger,NORWALK,CT,08/06/2021,08/05/2024,Regular,Passenger,0,2020,Porsche,Taycan 4s,4D,White,0,E00,0,Porsche Taycan,BEV,Light-Duty (Class 1-2)
